SP-[1] Epoch: 1/1800 | Time: 0m04s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.81  Acc 40.10% | Val: Loss -0.46  Acc(top1) 26.14% | HA 0.00@0
SP-[1] Epoch: 1030/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 85.94% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.09091186523438-TrAcc85.9375-@1030
SP-[1] Epoch: 1031/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 85.94% | Val: Loss nan  Acc(top1) 84.09% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:83.5227279663086-TrAcc86.06770833333334-@1031
SP-[1] Epoch: 1032/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 86.07% | Val: Loss nan  Acc(top1) 83.52% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc85.67708333333334-@1032
SP-[1] Epoch: 1033/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 85.68% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

SP-[1] Epoch: 1034/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 87.76% | Val: Loss nan  Acc(top1) 78.41% | HA 92.61@927

SP-[1] Epoch: 1035/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 84.77% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:83.5227279663086-TrAcc85.80729166666666-@1035
SP-[1] Epoch: 1036/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 85.81% | Val: Loss nan  Acc(top1) 83.52% | HA 92.61@927

SP-[1] Epoch: 1037/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 83.85% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

SP-[1] Epoch: 1038/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 87.24% | Val: Loss nan  Acc(top1) 53.98% | HA 92.61@927

SP-[1] Epoch: 1039/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 84.77% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

SP-[1] Epoch: 1040/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 87.11% | Val: Loss nan  Acc(top1) 76.14% | HA 92.61@927

SP-[1] Epoch: 1041/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 86.98% | Val: Loss nan  Acc(top1) 64.20% | HA 92.61@927

SP-[1] Epoch: 1042/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 84.77% | Val: Loss nan  Acc(top1) 41.48% | HA 92.61@927

SP-[1] Epoch: 1043/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 87.50% | Val: Loss nan  Acc(top1) 68.75% | HA 92.61@927

SP-[1] Epoch: 1044/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 85.03% | Val: Loss nan  Acc(top1) 49.43% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc85.15625-@1044
SP-[1] Epoch: 1045/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 85.16% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc86.06770833333334-@1045
SP-[1] Epoch: 1046/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 86.07% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc86.71875-@1046
SP-[1] Epoch: 1047/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.72% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

SP-[1] Epoch: 1048/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.07% | Val: Loss nan  Acc(top1) 70.45% | HA 92.61@927

SP-[1] Epoch: 1049/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 84.77% | Val: Loss nan  Acc(top1) 72.73% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc85.80729166666666-@1049
SP-[1] Epoch: 1050/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 85.81% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc86.71875-@1050
SP-[1] Epoch: 1051/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 86.72% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.81818389892578-TrAcc87.36979166666666-@1051
SP-[1] Epoch: 1052/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 87.37% | Val: Loss nan  Acc(top1) 81.82% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc85.546875-@1052
SP-[1] Epoch: 1053/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 85.55% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

SP-[1] Epoch: 1054/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 84.64% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:90.90909576416016-TrAcc88.80208333333334-@1054
SP-[1] Epoch: 1055/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.12  Acc 88.80% | Val: Loss nan  Acc(top1) 90.91% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc86.97916666666666-@1055
SP-[1] Epoch: 1056/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.12  Acc 86.98% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc85.15625-@1056
SP-[1] Epoch: 1057/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 85.16% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.95455169677734-TrAcc87.76041666666666-@1057
SP-[1] Epoch: 1058/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 87.76% | Val: Loss nan  Acc(top1) 82.95% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc86.45833333333334-@1058
SP-[1] Epoch: 1059/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 86.46% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc86.328125-@1059
SP-[1] Epoch: 1060/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.33% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

SP-[1] Epoch: 1061/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.18  Acc 85.94% | Val: Loss nan  Acc(top1) 72.16% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc86.06770833333334-@1061
SP-[1] Epoch: 1062/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 86.07% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc85.15625-@1062
SP-[1] Epoch: 1063/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 85.16% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.25-TrAcc85.02604166666666-@1063
SP-[1] Epoch: 1064/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.14  Acc 85.03% | Val: Loss nan  Acc(top1) 81.25% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc86.71875-@1064
SP-[1] Epoch: 1065/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 86.72% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

SP-[1] Epoch: 1066/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 84.90% | Val: Loss nan  Acc(top1) 47.73% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc86.71875-@1066
SP-[1] Epoch: 1067/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.72% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc86.71875-@1067
SP-[1] Epoch: 1068/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.72% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.95455169677734-TrAcc86.84895833333334-@1068
SP-[1] Epoch: 1069/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.85% | Val: Loss nan  Acc(top1) 82.95% | HA 92.61@927

SP-[1] Epoch: 1070/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 87.76% | Val: Loss nan  Acc(top1) 75.00% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc85.9375-@1070
SP-[1] Epoch: 1071/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 85.94% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

SP-[1] Epoch: 1072/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.07% | Val: Loss nan  Acc(top1) 71.02% | HA 92.61@927

SP-[1] Epoch: 1073/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 88.28% | Val: Loss nan  Acc(top1) 52.84% | HA 92.61@927

SP-[1] Epoch: 1074/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 88.28% | Val: Loss nan  Acc(top1) 56.82% | HA 92.61@927

SP-[1] Epoch: 1075/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 83.98% | Val: Loss nan  Acc(top1) 65.91% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc85.80729166666666-@1075
SP-[1] Epoch: 1076/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 85.81% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc85.546875-@1076
SP-[1] Epoch: 1077/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 85.55% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc85.9375-@1077
SP-[1] Epoch: 1078/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 85.94% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc86.71875-@1078
SP-[1] Epoch: 1079/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.15  Acc 86.72% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc86.58854166666666-@1079
SP-[1] Epoch: 1080/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.16  Acc 86.59% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.54166666666666-@1080
SP-[1] Epoch: 1081/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 88.54% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc87.23958333333334-@1081
SP-[1] Epoch: 1082/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 87.24% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.09091186523438-TrAcc87.36979166666666-@1082
SP-[1] Epoch: 1083/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.16  Acc 87.37% | Val: Loss nan  Acc(top1) 84.09% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc86.06770833333334-@1083
SP-[1] Epoch: 1084/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 86.07% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc85.80729166666666-@1084
SP-[1] Epoch: 1085/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 85.81% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc88.671875-@1085
SP-[1] Epoch: 1086/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 88.67% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc87.890625-@1086
SP-[1] Epoch: 1087/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 87.89% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc86.97916666666666-@1087
SP-[1] Epoch: 1088/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 86.98% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc88.28125-@1088
SP-[1] Epoch: 1089/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 88.28% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc89.71354166666666-@1089
SP-[1] Epoch: 1090/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 89.71% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc87.109375-@1090
SP-[1] Epoch: 1091/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 87.11% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc88.671875-@1091
SP-[1] Epoch: 1092/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.67% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc85.80729166666666-@1092
SP-[1] Epoch: 1093/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 85.81% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.15104166666666-@1093
SP-[1] Epoch: 1094/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 88.15% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

SP-[1] Epoch: 1095/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 89.19% | Val: Loss nan  Acc(top1) 78.98% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:83.5227279663086-TrAcc90.10416666666666-@1095
SP-[1] Epoch: 1096/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 90.10% | Val: Loss nan  Acc(top1) 83.52% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc89.0625-@1096
SP-[1] Epoch: 1097/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.06% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc87.63020833333334-@1097
SP-[1] Epoch: 1098/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 87.63% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc88.28125-@1098
SP-[1] Epoch: 1099/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.28% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc89.84375-@1099
SP-[1] Epoch: 1100/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.84% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc87.76041666666666-@1100
SP-[1] Epoch: 1101/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 87.76% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc88.93229166666666-@1101
SP-[1] Epoch: 1102/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 88.93% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc88.15104166666666-@1102
SP-[1] Epoch: 1103/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.15% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.41145833333334-@1103
SP-[1] Epoch: 1104/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.41% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.25-TrAcc87.890625-@1104
SP-[1] Epoch: 1105/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 87.89% | Val: Loss nan  Acc(top1) 81.25% | HA 92.61@927

SP-[1] Epoch: 1106/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.06% | Val: Loss nan  Acc(top1) 71.59% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.95455169677734-TrAcc90.75520833333334-@1106
SP-[1] Epoch: 1107/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 90.76% | Val: Loss nan  Acc(top1) 82.95% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc86.328125-@1107
SP-[1] Epoch: 1108/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.15  Acc 86.33% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.81818389892578-TrAcc88.93229166666666-@1108
SP-[1] Epoch: 1109/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.93% | Val: Loss nan  Acc(top1) 81.82% | HA 92.61@927

SP-[1] Epoch: 1110/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 87.50% | Val: Loss nan  Acc(top1) 70.45% | HA 92.61@927

SP-[1] Epoch: 1111/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 87.63% | Val: Loss nan  Acc(top1) 76.70% | HA 92.61@927

